region,month,indicator,value
광주,2021-06-01,고용현황,103.0
대전,2021-06-01,고용현황,102.0
울산,2021-06-01,고용현황,98.0
강원,2021-06-01,고용현황,104.0
경기,2021-06-01,고용현황,102.0
경남,2021-06-01,고용현황,94.0
경북,2021-06-01,고용현황,99.0
전남,2021-06-01,고용현황,102.0
전북,2021-06-01,고용현황,95.0
충남,2021-06-01,고용현황,99.0
충북,2021-06-01,고용현황,106.0
전국,2021-06-01,고용전망,96.0
서울,2021-06-01,고용전망,102.0
부산,2021-06-01,고용전망,102.0
대구,2021-06-01,고용전망,103.0
인천,2021-06-01,고용전망,106.0
광주,2021-06-01,고용전망,108.0
대전,2021-06-01,고용전망,102.0
울산,2021-06-01,고용전망,100.0
강원,2021-06-01,고용전망,98.0
경기,2021-06-01,고용전망,102.0
경남,2021-06-01,고용전망,100.0
경북,2021-06-01,고용전망,102.0
전남,2021-06-01,고용전망,99.0
전북,2021-06-01,고용전망,110.0
충남,2021-06-01,고용전망,102.0
충북,2021-06-01,고용전망,101.0
전국,2021-06-01,원자재가격현황,129.0
서울,2021-06-01,원자재가격현황,125.0
부산,2021-06-01,원자재가격현황,141.0
대구,2021-06-01,원자재가격현황,139.0
인천,2021-06-01,원자재가격현황,143.0
광주,2021-06-01,원자재가격현황,136.0
대전,2021-06-01,원자재가격현황,133.0
울산,2021-06-01,원자재가격현황,131.0
강원,2021-06-01,원자재가격현황,125.0
경기,2021-06-01,원자재가격현황,139.0
경남,2021-06-01,원자재가격현황,135.0
경북,2021-06-01,원자재가격현황,143.0
전남,2021-06-01,원자재가격현황,140.0
전북,2021-06-01,원자재가격현황,141.0
충남,2021-06-01,원자재가격현황,125.0
충북,2021-06-01,원자재가격현황,136.0
전국,2021-06-01,원자재가격전망,110.0
서울,2021-06-01,원자재가격전망,119.0
부산,2021-06-01,원자재가격전망,114.0
대구,2021-06-01,원자재가격전망,121.0
인천,2021-06-01,원자재가격전망,116.0
광주,2021-06-01,원자재가격전망,117.0
대전,2021-06-01,원자재가격전망,110.0
울산,2021-06-01,원자재가격전망,104.0
강원,2021-06-01,원자재가격전망,112.0
경기,2021-06-01,원자재가격전망,121.0
경남,2021-06-01,원자재가격전망,112.0
경북,2021-06-01,원자재가격전망,120.0
전남,2021-06-01,원자재가격전망,115.0
전북,2021-06-01,원자재가격전망,124.0
충남,2021-06-01,원자재가격전망,111.0
충북,2021-06-01,원자재가격전망,118.0
전국,2021-06-01,제품가격현황,101.0
서울,2021-06-01,제품가격현황,104.0
부산,2021-06-01,제품가격현황,111.0
대구,2021-06-01,제품가격현황,100.0
인천,2021-06-01,제품가격현황,111.0
광주,2021-06-01,제품가격현황,105.0
대전,2021-06-01,제품가격현황,107.0
울산,2021-06-01,제품가격현황,109.0
강원,2021-06-01,제품가격현황,102.0
경기,2021-06-01,제품가격현황,107.0
경남,2021-06-01,제품가격현황,104.0
경북,2021-06-01,제품가격현황,109.0
전남,2021-06-01,제품가격현황,114.0
전북,2021-06-01,제품가격현황,107.0
충남,2021-06-01,제품가격현황,103.0
충북,2021-06-01,제품가격현황,113.0
전국,2021-06-01,제품가격전망,97.0
서울,2021-06-01,제품가격전망,108.0
부산,2021-06-01,제품가격전망,102.0
대구,2021-06-01,제품가격전망,101.0
인천,2021-06-01,제품가격전망,104.0
광주,2021-06-01,제품가격전망,103.0
대전,2021-06-01,제품가격전망,96.0
울산,2021-06-01,제품가격전망,100.0
강원,2021-06-01,제품가격전망,100.0
경기,2021-06-01,제품가격전망,101.0
경남,2021-06-01,제품가격전망,101.0
경북,2021-06-01,제품가격전망,101.0
전남,2021-06-01,제품가격전망,104.0
전북,2021-06-01,제품가격전망,104.0
충남,2021-06-01,제품가격전망,105.0
충북,2021-06-01,제품가격전망,106.0
전국,2021-06-01,경상이익현황,85.0
서울,2021-06-01,경상이익현황,90.0
부산,2021-06-01,경상이익현황,90.0
대구,2021-06-01,경상이익현황,83.0
인천,2021-06-01,경상이익현황,91.0
광주,2021-06-01,경상이익현황,85.0
대전,2021-06-01,경상이익현황,91.0
울산,2021-06-01,경상이익현황,95.0
강원,2021-06-01,경상이익현황,80.0
경기,2021-06-01,경상이익현황,90.0
경남,2021-06-01,경상이익현황,85.0
경북,2021-06-01,경상이익현황,89.0
전남,2021-06-01,경상이익현황,95.0
전북,2021-06-01,경상이익현황,85.0
충남,2021-06-01,경상이익현황,92.0
충북,2021-06-01,경상이익현황,98.0
전국,2021-06-01,경상이익전망,94.0
서울,2021-06-01,경상이익전망,102.0
부산,2021-06-01,경상이익전망,95.0
대구,2021-06-01,경상이익전망,91.0
인천,2021-06-01,경상이익전망,102.0
광주,2021-06-01,경상이익전망,113.0
대전,2021-06-01,경상이익전망,88.0
울산,2021-06-01,경상이익전망,103.0
강원,2021-06-01,경상이익전망,96.0
경기,2021-06-01,경상이익전망,99.0
경남,2021-06-01,경상이익전망,95.0
경북,2021-06-01,경상이익전망,97.0
전남,2021-06-01,경상이익전망,98.0
전북,2021-06-01,경상이익전망,100.0
충남,2021-06-01,경상이익전망,100.0
충북,2021-06-01,경상이익전망,99.0
전국,2021-06-01,자금사정현황,83.0
서울,2021-06-01,자금사정현황,92.0
부산,2021-06-01,자금사정현황,92.0
대구,2021-06-01,자금사정현황,76.0
인천,2021-06-01,자금사정현황,91.0
광주,2021-06-01,자금사정현황,85.0
대전,2021-06-01,자금사정현황,94.0
울산,2021-06-01,자금사정현황,87.0
강원,2021-06-01,자금사정현황,90.0
경기,2021-06-01,자금사정현황,87.0
경남,2021-06-01,자금사정현황,84.0
경북,2021-06-01,자금사정현황,87.0
전남,2021-06-01,자금사정현황,95.0
전북,2021-06-01,자금사정현황,82.0
충남,2021-06-01,자금사정현황,91.0
충북,2021-06-01,자금사정현황,91.0
전국,2021-06-01,자금사정전망,90.0
서울,2021-06-01,자금사정전망,93.0
부산,2021-06-01,자금사정전망,89.0
대구,2021-06-01,자금사정전망,95.0
인천,2021-06-01,자금사정전망,104.0
광주,2021-06-01,자금사정전망,106.0
대전,2021-06-01,자금사정전망,94.0
울산,2021-06-01,자금사정전망,95.0
강원,2021-06-01,자금사정전망,88.0
경기,2021-06-01,자금사정전망,96.0
경남,2021-06-01,자금사정전망,87.0
경북,2021-06-01,자금사정전망,92.0
전남,2021-06-01,자금사정전망,93.0
전북,2021-06-01,자금사정전망,104.0
충남,2021-06-01,자금사정전망,99.0
충북,2021-06-01,자금사정전망,95.0
전국,2021-06-01,부가가치비중 (%),100.0
서울,2021-06-01,부가가치비중 (%),2.0
부산,2021-06-01,부가가치비중 (%),2.0
대구,2021-06-01,부가가치비중 (%),2.0
인천,2021-06-01,부가가치비중 (%),3.0
광주,2021-06-01,부가가치비중 (%),2.0
대전,2021-06-01,부가가치비중 (%),1.0
울산,2021-06-01,부가가치비중 (%),10.0
강원,2021-06-01,부가가치비중 (%),1.0
경기,2021-06-01,부가가치비중 (%),36.0
경남,2021-06-01,부가가치비중 (%),7.0
경북,2021-06-01,부가가치비중 (%),8.0
전남,2021-06-01,부가가치비중 (%),7.0
전북,2021-06-01,부가가치비중 (%),2.0
충남,2021-06-01,부가가치비중 (%),13.0
충북,2021-06-01,부가가치비중 (%),6.0
전국,2021-09-01,시황현황,90.0
서울,2021-09-01,시황현황,92.0
부산,2021-09-01,시황현황,87.0
대구,2021-09-01,시황현황,79.0
인천,2021-09-01,시황현황,89.0
광주,2021-09-01,시황현황,89.0
대전,2021-09-01,시황현황,96.0
울산,2021-09-01,시황현황,94.0
강원,2021-09-01,시황현황,104.0
경기,2021-09-01,시황현황,89.0
경남,2021-09-01,시황현황,87.0
경북,2021-09-01,시황현황,85.0
전남,2021-09-01,시황현황,90.0
전북,2021-09-01,시황현황,92.0
충남,2021-09-01,시황현황,95.0
충북,2021-09-01,시황현황,91.0
전국,2021-09-01,시황전망,93.0
서울,2021-09-01,시황전망,104.0
부산,2021-09-01,시황전망,97.0
대구,2021-09-01,시황전망,85.0
인천,2021-09-01,시황전망,101.0
광주,2021-09-01,시황전망,99.0
대전,2021-09-01,시황전망,106.0
울산,2021-09-01,시황전망,99.0
강원,2021-09-01,시황전망,110.0
경기,2021-09-01,시황전망,100.0
경남,2021-09-01,시황전망,97.0
경북,2021-09-01,시황전망,94.0
전남,2021-09-01,시황전망,97.0
전북,2021-09-01,시황전망,91.0
충남,2021-09-01,시황전망,101.0
충북,2021-09-01,시황전망,100.0
전국,2021-09-01,매출액현황,89.0
서울,2021-09-01,매출액현황,90.0
부산,2021-09-01,매출액현황,80.0
대구,2021-09-01,매출액현황,75.0
인천,2021-09-01,매출액현황,90.0
광주,2021-09-01,매출액현황,87.0
대전,2021-09-01,매출액현황,98.0
울산,2021-09-01,매출액현황,92.0
강원,2021-09-01,매출액현황,96.0
경기,2021-09-01,매출액현황,88.0
경남,2021-09-01,매출액현황,86.0
경북,2021-09-01,매출액현황,82.0
전남,2021-09-01,매출액현황,90.0
전북,2021-09-01,매출액현황,94.0
충남,2021-09-01,매출액현황,96.0
충북,2021-09-01,매출액현황,89.0
전국,2021-09-01,매출액전망,95.0
서울,2021-09-01,매출액전망,106.0
부산,2021-09-01,매출액전망,101.0
대구,2021-09-01,매출액전망,86.0
인천,2021-09-01,매출액전망,102.0
광주,2021-09-01,매출액전망,103.0
대전,2021-09-01,매출액전망,111.0
울산,2021-09-01,매출액전망,103.0
강원,2021-09-01,매출액전망,108.0
경기,2021-09-01,매출액전망,102.0
경남,2021-09-01,매출액전망,95.0
경북,2021-09-01,매출액전망,97.0
전남,2021-09-01,매출액전망,97.0
전북,2021-09-01,매출액전망,92.0
충남,2021-09-01,매출액전망,101.0
충북,2021-09-01,매출액전망,107.0
전국,2021-09-01,국내시장출하현황,88.0
서울,2021-09-01,국내시장출하현황,89.0
부산,2021-09-01,국내시장출하현황,83.0
대구,2021-09-01,국내시장출하현황,77.0
인천,2021-09-01,국내시장출하현황,86.0
광주,2021-09-01,국내시장출하현황,84.0
대전,2021-09-01,국내시장출하현황,86.0
울산,2021-09-01,국내시장출하현황,91.0
강원,2021-09-01,국내시장출하현황,92.0
경기,2021-09-01,국내시장출하현황,85.0
경남,2021-09-01,국내시장출하현황,86.0
경북,2021-09-01,국내시장출하현황,80.0
전남,2021-09-01,국내시장출하현황,91.0
전북,2021-09-01,국내시장출하현황,88.0
충남,2021-09-01,국내시장출하현황,99.0
충북,2021-09-01,국내시장출하현황,87.0
전국,2021-09-01,국내시장출하전망,94.0
서울,2021-09-01,국내시장출하전망,106.0
부산,2021-09-01,국내시장출하전망,100.0
대구,2021-09-01,국내시장출하전망,88.0
인천,2021-09-01,국내시장출하전망,101.0
광주,2021-09-01,국내시장출하전망,103.0
대전,2021-09-01,국내시장출하전망,108.0
울산,2021-09-01,국내시장출하전망,101.0
강원,2021-09-01,국내시장출하전망,108.0
경기,2021-09-01,국내시장출하전망,101.0
경남,2021-09-01,국내시장출하전망,96.0
경북,2021-09-01,국내시장출하전망,98.0
전남,2021-09-01,국내시장출하전망,100.0
전북,2021-09-01,국내시장출하전망,95.0
충남,2021-09-01,국내시장출하전망,99.0
충북,2021-09-01,국내시장출하전망,102.0
전국,2021-09-01,수출현황,90.0
서울,2021-09-01,수출현황,92.0
부산,2021-09-01,수출현황,92.0
대구,2021-09-01,수출현황,86.0
인천,2021-09-01,수출현황,101.0
광주,2021-09-01,수출현황,81.0
대전,2021-09-01,수출현황,103.0
울산,2021-09-01,수출현황,104.0
강원,2021-09-01,수출현황,97.0
경기,2021-09-01,수출현황,87.0
경남,2021-09-01,수출현황,90.0
경북,2021-09-01,수출현황,88.0
전남,2021-09-01,수출현황,88.0
전북,2021-09-01,수출현황,75.0
충남,2021-09-01,수출현황,83.0
충북,2021-09-01,수출현황,101.0
전국,2021-09-01,수출전망,96.0
서울,2021-09-01,수출전망,105.0
부산,2021-09-01,수출전망,107.0
대구,2021-09-01,수출전망,91.0
인천,2021-09-01,수출전망,100.0
광주,2021-09-01,수출전망,98.0
대전,2021-09-01,수출전망,122.0
울산,2021-09-01,수출전망,98.0
강원,2021-09-01,수출전망,124.0
경기,2021-09-01,수출전망,102.0
경남,2021-09-01,수출전망,99.0
경북,2021-09-01,수출전망,103.0
전남,2021-09-01,수출전망,103.0
전북,2021-09-01,수출전망,104.0
충남,2021-09-01,수출전망,98.0
충북,2021-09-01,수출전망,117.0
전국,2021-09-01,재고현황,101.0
서울,2021-09-01,재고현황,107.0
부산,2021-09-01,재고현황,105.0
대구,2021-09-01,재고현황,105.0
인천,2021-09-01,재고현황,95.0
광주,2021-09-01,재고현황,101.0
대전,2021-09-01,재고현황,98.0
울산,2021-09-01,재고현황,99.0
강원,2021-09-01,재고현황,98.0
경기,2021-09-01,재고현황,102.0
경남,2021-09-01,재고현황,102.0
경북,2021-09-01,재고현황,98.0
전남,2021-09-01,재고현황,111.0
전북,2021-09-01,재고현황,102.0
충남,2021-09-01,재고현황,98.0
충북,2021-09-01,재고현황,100.0
전국,2021-09-01,재고전망,95.0
서울,2021-09-01,재고전망,98.0
부산,2021-09-01,재고전망,102.0
대구,2021-09-01,재고전망,104.0
인천,2021-09-01,재고전망,102.0
광주,2021-09-01,재고전망,105.0
대전,2021-09-01,재고전망,100.0
울산,2021-09-01,재고전망,100.0
강원,2021-09-01,재고전망,104.0
경기,2021-09-01,재고전망,102.0
경남,2021-09-01,재고전망,95.0
경북,2021-09-01,재고전망,101.0
전남,2021-09-01,재고전망,97.0
전북,2021-09-01,재고전망,99.0
충남,2021-09-01,재고전망,101.0
충북,2021-09-01,재고전망,103.0
전국,2021-09-01,설비투자현황,101.0
서울,2021-09-01,설비투자현황,98.0
부산,2021-09-01,설비투자현황,100.0
대구,2021-09-01,설비투자현황,98.0
인천,2021-09-01,설비투자현황,104.0
광주,2021-09-01,설비투자현황,99.0
대전,2021-09-01,설비투자현황,106.0
울산,2021-09-01,설비투자현황,103.0
강원,2021-09-01,설비투자현황,98.0
경기,2021-09-01,설비투자현황,100.0
경남,2021-09-01,설비투자현황,104.0
경북,2021-09-01,설비투자현황,100.0
전남,2021-09-01,설비투자현황,108.0
전북,2021-09-01,설비투자현황,102.0
충남,2021-09-01,설비투자현황,102.0
충북,2021-09-01,설비투자현황,99.0
전국,2021-09-01,설비투자전망,95.0
서울,2021-09-01,설비투자전망,100.0
부산,2021-09-01,설비투자전망,101.0
대구,2021-09-01,설비투자전망,98.0
인천,2021-09-01,설비투자전망,101.0
광주,2021-09-01,설비투자전망,104.0
대전,2021-09-01,설비투자전망,104.0
울산,2021-09-01,설비투자전망,102.0
강원,2021-09-01,설비투자전망,100.0
경기,2021-09-01,설비투자전망,102.0
경남,2021-09-01,설비투자전망,100.0
경북,2021-09-01,설비투자전망,101.0
전남,2021-09-01,설비투자전망,101.0
전북,2021-09-01,설비투자전망,103.0
충남,2021-09-01,설비투자전망,99.0
충북,2021-09-01,설비투자전망,103.0
전국,2021-09-01,설비가동률현황,95.0
서울,2021-09-01,설비가동률현황,97.0
부산,2021-09-01,설비가동률현황,90.0
대구,2021-09-01,설비가동률현황,88.0
인천,2021-09-01,설비가동률현황,98.0
광주,2021-09-01,설비가동률현황,95.0
대전,2021-09-01,설비가동률현황,106.0
울산,2021-09-01,설비가동률현황,94.0
강원,2021-09-01,설비가동률현황,98.0
경기,2021-09-01,설비가동률현황,94.0
경남,2021-09-01,설비가동률현황,89.0
경북,2021-09-01,설비가동률현황,93.0
전남,2021-09-01,설비가동률현황,95.0
전북,2021-09-01,설비가동률현황,98.0
충남,2021-09-01,설비가동률현황,101.0
충북,2021-09-01,설비가동률현황,94.0
전국,2021-09-01,설비가동률전망,95.0
서울,2021-09-01,설비가동률전망,107.0
부산,2021-09-01,설비가동률전망,103.0
대구,2021-09-01,설비가동률전망,89.0
인천,2021-09-01,설비가동률전망,107.0
광주,2021-09-01,설비가동률전망,104.0
대전,2021-09-01,설비가동률전망,104.0
울산,2021-09-01,설비가동률전망,98.0
강원,2021-09-01,설비가동률전망,102.0
경기,2021-09-01,설비가동률전망,100.0
경남,2021-09-01,설비가동률전망,99.0
경북,2021-09-01,설비가동률전망,101.0
전남,2021-09-01,설비가동률전망,102.0
전북,2021-09-01,설비가동률전망,100.0
충남,2021-09-01,설비가동률전망,103.0
충북,2021-09-01,설비가동률전망,106.0
전국,2021-09-01,고용현황,101.0
서울,2021-09-01,고용현황,94.0
부산,2021-09-01,고용현황,102.0
대구,2021-09-01,고용현황,104.0
인천,2021-09-01,고용현황,103.0
광주,2021-09-01,고용현황,105.0
대전,2021-09-01,고용현황,113.0
울산,2021-09-01,고용현황,102.0
강원,2021-09-01,고용현황,100.0
경기,2021-09-01,고용현황,101.0
경남,2021-09-01,고용현황,98.0
경북,2021-09-01,고용현황,98.0
전남,2021-09-01,고용현황,103.0
전북,2021-09-01,고용현황,106.0
충남,2021-09-01,고용현황,103.0
충북,2021-09-01,고용현황,101.0
전국,2021-09-01,고용전망,96.0
서울,2021-09-01,고용전망,102.0
부산,2021-09-01,고용전망,96.0
대구,2021-09-01,고용전망,97.0
인천,2021-09-01,고용전망,107.0
광주,2021-09-01,고용전망,101.0
대전,2021-09-01,고용전망,104.0
울산,2021-09-01,고용전망,100.0
강원,2021-09-01,고용전망,114.0
경기,2021-09-01,고용전망,103.0
경남,2021-09-01,고용전망,97.0
경북,2021-09-01,고용전망,98.0
전남,2021-09-01,고용전망,105.0
전북,2021-09-01,고용전망,102.0
충남,2021-09-01,고용전망,101.0
충북,2021-09-01,고용전망,102.0
전국,2021-09-01,원자재가격현황,133.0
서울,2021-09-01,원자재가격현황,130.0
부산,2021-09-01,원자재가격현황,129.0
대구,2021-09-01,원자재가격현황,143.0
인천,2021-09-01,원자재가격현황,139.0
광주,2021-09-01,원자재가격현황,131.0
대전,2021-09-01,원자재가격현황,124.0
울산,2021-09-01,원자재가격현황,122.0
강원,2021-09-01,원자재가격현황,123.0
경기,2021-09-01,원자재가격현황,136.0
경남,2021-09-01,원자재가격현황,138.0
경북,2021-09-01,원자재가격현황,134.0
전남,2021-09-01,원자재가격현황,143.0
전북,2021-09-01,원자재가격현황,134.0
충남,2021-09-01,원자재가격현황,121.0
충북,2021-09-01,원자재가격현황,130.0
전국,2021-09-01,원자재가격전망,114.0
서울,2021-09-01,원자재가격전망,111.0
부산,2021-09-01,원자재가격전망,122.0
대구,2021-09-01,원자재가격전망,123.0
인천,2021-09-01,원자재가격전망,121.0
광주,2021-09-01,원자재가격전망,125.0
대전,2021-09-01,원자재가격전망,111.0
울산,2021-09-01,원자재가격전망,112.0
강원,2021-09-01,원자재가격전망,118.0
경기,2021-09-01,원자재가격전망,123.0
경남,2021-09-01,원자재가격전망,121.0
경북,2021-09-01,원자재가격전망,125.0
전남,2021-09-01,원자재가격전망,128.0
전북,2021-09-01,원자재가격전망,124.0
충남,2021-09-01,원자재가격전망,116.0
충북,2021-09-01,원자재가격전망,116.0
전국,2021-09-01,제품가격현황,107.0
서울,2021-09-01,제품가격현황,105.0
부산,2021-09-01,제품가격현황,104.0
대구,2021-09-01,제품가격현황,106.0
인천,2021-09-01,제품가격현황,109.0
광주,2021-09-01,제품가격현황,104.0
대전,2021-09-01,제품가격현황,98.0
울산,2021-09-01,제품가격현황,104.0
강원,2021-09-01,제품가격현황,98.0
경기,2021-09-01,제품가격현황,106.0
경남,2021-09-01,제품가격현황,108.0
경북,2021-09-01,제품가격현황,111.0
전남,2021-09-01,제품가격현황,116.0
전북,2021-09-01,제품가격현황,112.0
충남,2021-09-01,제품가격현황,106.0
충북,2021-09-01,제품가격현황,105.0
전국,2021-09-01,제품가격전망,99.0
서울,2021-09-01,제품가격전망,103.0
부산,2021-09-01,제품가격전망,104.0
대구,2021-09-01,제품가격전망,99.0
인천,2021-09-01,제품가격전망,108.0
광주,2021-09-01,제품가격전망,101.0
대전,2021-09-01,제품가격전망,102.0
울산,2021-09-01,제품가격전망,103.0
강원,2021-09-01,제품가격전망,104.0
경기,2021-09-01,제품가격전망,105.0
경남,2021-09-01,제품가격전망,103.0
경북,2021-09-01,제품가격전망,107.0
전남,2021-09-01,제품가격전망,108.0
전북,2021-09-01,제품가격전망,109.0
충남,2021-09-01,제품가격전망,105.0
충북,2021-09-01,제품가격전망,103.0
전국,2021-09-01,경상이익현황,84.0
서울,2021-09-01,경상이익현황,90.0
부산,2021-09-01,경상이익현황,81.0
대구,2021-09-01,경상이익현황,71.0
인천,2021-09-01,경상이익현황,82.0
광주,2021-09-01,경상이익현황,82.0
대전,2021-09-01,경상이익현황,91.0
울산,2021-09-01,경상이익현황,87.0
강원,2021-09-01,경상이익현황,83.0
경기,2021-09-01,경상이익현황,83.0
경남,2021-09-01,경상이익현황,81.0
경북,2021-09-01,경상이익현황,79.0
전남,2021-09-01,경상이익현황,81.0
전북,2021-09-01,경상이익현황,85.0
충남,2021-09-01,경상이익현황,91.0
충북,2021-09-01,경상이익현황,86.0
전국,2021-09-01,경상이익전망,90.0
서울,2021-09-01,경상이익전망,98.0
부산,2021-09-01,경상이익전망,97.0
대구,2021-09-01,경상이익전망,87.0
인천,2021-09-01,경상이익전망,93.0
광주,2021-09-01,경상이익전망,96.0
대전,2021-09-01,경상이익전망,100.0
울산,2021-09-01,경상이익전망,98.0
강원,2021-09-01,경상이익전망,102.0
경기,2021-09-01,경상이익전망,94.0
경남,2021-09-01,경상이익전망,88.0
경북,2021-09-01,경상이익전망,95.0
전남,2021-09-01,경상이익전망,93.0
전북,2021-09-01,경상이익전망,86.0
충남,2021-09-01,경상이익전망,98.0
충북,2021-09-01,경상이익전망,100.0
전국,2021-09-01,자금사정현황,86.0
서울,2021-09-01,자금사정현황,88.0
부산,2021-09-01,자금사정현황,83.0
대구,2021-09-01,자금사정현황,76.0
인천,2021-09-01,자금사정현황,83.0
광주,2021-09-01,자금사정현황,83.0
대전,2021-09-01,자금사정현황,91.0
울산,2021-09-01,자금사정현황,85.0
강원,2021-09-01,자금사정현황,96.0
경기,2021-09-01,자금사정현황,84.0
경남,2021-09-01,자금사정현황,81.0
경북,2021-09-01,자금사정현황,82.0
전남,2021-09-01,자금사정현황,81.0
전북,2021-09-01,자금사정현황,93.0
충남,2021-09-01,자금사정현황,97.0
충북,2021-09-01,자금사정현황,89.0
전국,2021-09-01,자금사정전망,88.0
서울,2021-09-01,자금사정전망,98.0
부산,2021-09-01,자금사정전망,90.0
대구,2021-09-01,자금사정전망,80.0
인천,2021-09-01,자금사정전망,95.0
광주,2021-09-01,자금사정전망,93.0
대전,2021-09-01,자금사정전망,96.0
울산,2021-09-01,자금사정전망,96.0
강원,2021-09-01,자금사정전망,104.0
경기,2021-09-01,자금사정전망,93.0
경남,2021-09-01,자금사정전망,91.0
경북,2021-09-01,자금사정전망,94.0
전남,2021-09-01,자금사정전망,92.0
전북,2021-09-01,자금사정전망,92.0
충남,2021-09-01,자금사정전망,94.0
충북,2021-09-01,자금사정전망,100.0
전국,2021-09-01,부가가치비중 (%),100.0
서울,2021-09-01,부가가치비중 (%),2.0
부산,2021-09-01,부가가치비중 (%),2.0
대구,2021-09-01,부가가치비중 (%),2.0
인천,2021-09-01,부가가치비중 (%),3.0
광주,2021-09-01,부가가치비중 (%),2.0
대전,2021-09-01,부가가치비중 (%),1.0
울산,2021-09-01,부가가치비중 (%),10.0
강원,2021-09-01,부가가치비중 (%),1.0
경기,2021-09-01,부가가치비중 (%),36.0
경남,2021-09-01,부가가치비중 (%),7.0
경북,2021-09-01,부가가치비중 (%),8.0
전남,2021-09-01,부가가치비중 (%),7.0
전북,2021-09-01,부가가치비중 (%),2.0
충남,2021-09-01,부가가치비중 (%),13.0
충북,2021-09-01,부가가치비중 (%),6.0
전국,2021-12-01,시황현황,94.0
서울,2021-12-01,시황현황,99.0
부산,2021-12-01,시황현황,93.0
대구,2021-12-01,시황현황,86.0
인천,2021-12-01,시황현황,93.0
광주,2021-12-01,시황현황,94.0
대전,2021-12-01,시황현황,106.0
울산,2021-12-01,시황현황,97.0
강원,2021-12-01,시황현황,100.0
경기,2021-12-01,시황현황,92.0
경남,2021-12-01,시황현황,89.0
경북,2021-12-01,시황현황,94.0
전남,2021-12-01,시황현황,94.0
전북,2021-12-01,시황현황,94.0
충남,2021-12-01,시황현황,94.0
충북,2021-12-01,시황현황,99.0
전국,2021-12-01,시황전망,98.0
서울,2021-12-01,시황전망,97.0
부산,2021-12-01,시황전망,97.0
대구,2021-12-01,시황전망,83.0
인천,2021-12-01,시황전망,93.0
광주,2021-12-01,시황전망,105.0
대전,2021-12-01,시황전망,102.0
울산,2021-12-01,시황전망,102.0
강원,2021-12-01,시황전망,100.0
경기,2021-12-01,시황전망,97.0
경남,2021-12-01,시황전망,90.0
경북,2021-12-01,시황전망,97.0
전남,2021-12-01,시황전망,100.0
전북,2021-12-01,시황전망,108.0
충남,2021-12-01,시황전망,98.0
충북,2021-12-01,시황전망,103.0
전국,2021-12-01,매출액현황,96.0
서울,2021-12-01,매출액현황,97.0
부산,2021-12-01,매출액현황,92.0
대구,2021-12-01,매출액현황,80.0
인천,2021-12-01,매출액현황,98.0
광주,2021-12-01,매출액현황,98.0
대전,2021-12-01,매출액현황,102.0
울산,2021-12-01,매출액현황,97.0
강원,2021-12-01,매출액현황,107.0
경기,2021-12-01,매출액현황,95.0
경남,2021-12-01,매출액현황,89.0
경북,2021-12-01,매출액현황,100.0
전남,2021-12-01,매출액현황,105.0
전북,2021-12-01,매출액현황,97.0
충남,2021-12-01,매출액현황,95.0
충북,2021-12-01,매출액현황,102.0
전국,2021-12-01,매출액전망,100.0
서울,2021-12-01,매출액전망,94.0
부산,2021-12-01,매출액전망,95.0
대구,2021-12-01,매출액전망,86.0
인천,2021-12-01,매출액전망,103.0
광주,2021-12-01,매출액전망,111.0
대전,2021-12-01,매출액전망,106.0
울산,2021-12-01,매출액전망,102.0
강원,2021-12-01,매출액전망,102.0
경기,2021-12-01,매출액전망,101.0
경남,2021-12-01,매출액전망,90.0
경북,2021-12-01,매출액전망,96.0
전남,2021-12-01,매출액전망,96.0
전북,2021-12-01,매출액전망,115.0
충남,2021-12-01,매출액전망,102.0
충북,2021-12-01,매출액전망,104.0
전국,2021-12-01,국내시장출하현황,94.0
서울,2021-12-01,국내시장출하현황,95.0
부산,2021-12-01,국내시장출하현황,93.0
대구,2021-12-01,국내시장출하현황,86.0
인천,2021-12-01,국내시장출하현황,95.0
광주,2021-12-01,국내시장출하현황,101.0
대전,2021-12-01,국내시장출하현황,102.0
울산,2021-12-01,국내시장출하현황,95.0
강원,2021-12-01,국내시장출하현황,104.0
경기,2021-12-01,국내시장출하현황,92.0
경남,2021-12-01,국내시장출하현황,88.0
경북,2021-12-01,국내시장출하현황,96.0
전남,2021-12-01,국내시장출하현황,100.0
전북,2021-12-01,국내시장출하현황,100.0
충남,2021-12-01,국내시장출하현황,95.0
충북,2021-12-01,국내시장출하현황,98.0
전국,2021-12-01,국내시장출하전망,99.0
서울,2021-12-01,국내시장출하전망,94.0
부산,2021-12-01,국내시장출하전망,101.0
대구,2021-12-01,국내시장출하전망,87.0
인천,2021-12-01,국내시장출하전망,96.0
광주,2021-12-01,국내시장출하전망,103.0
대전,2021-12-01,국내시장출하전망,104.0
울산,2021-12-01,국내시장출하전망,102.0
강원,2021-12-01,국내시장출하전망,100.0
경기,2021-12-01,국내시장출하전망,99.0
경남,2021-12-01,국내시장출하전망,90.0
경북,2021-12-01,국내시장출하전망,93.0
전남,2021-12-01,국내시장출하전망,96.0
전북,2021-12-01,국내시장출하전망,112.0
충남,2021-12-01,국내시장출하전망,102.0
충북,2021-12-01,국내시장출하전망,102.0
전국,2021-12-01,수출현황,97.0
서울,2021-12-01,수출현황,97.0
부산,2021-12-01,수출현황,99.0
대구,2021-12-01,수출현황,88.0
인천,2021-12-01,수출현황,104.0
