month,region,power_kwh_industry,power_kwh_total,prod_index,temp_avg,precipitation,export_amount,util_rate,indicator,value
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,수출전망,111.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,재고현황,100.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,재고전망,100.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,설비투자현황,102.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,설비투자전망,98.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,설비가동률현황,109.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,설비가동률전망,100.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,고용현황,102.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,고용전망,102.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,원자재가격현황,133.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,원자재가격전망,110.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,제품가격현황,107.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,제품가격전망,96.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,경상이익현황,91.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,경상이익전망,88.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,자금사정현황,94.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,자금사정전망,94.0
2021-06-01,대전,"274,179,103 ","774,709,195 ",110.7,23.5,105.9,2454194,73.6,부가가치비중 (%),1.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,시황현황,101.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,시황전망,94.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,매출액현황,101.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,매출액전망,102.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,국내시장출하현황,99.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,국내시장출하전망,101.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,수출현황,92.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,수출전망,106.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,재고현황,98.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,재고전망,99.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,설비투자현황,103.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,설비투자전망,101.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,설비가동률현황,103.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,설비가동률전망,106.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,고용현황,99.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,고용전망,102.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,원자재가격현황,141.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,원자재가격전망,114.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,제품가격현황,111.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,제품가격전망,102.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,경상이익현황,90.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,경상이익전망,95.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,자금사정현황,92.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,자금사정전망,89.0
2021-06-01,부산,"706,246,591 ","1,676,954,182 ",113.3,21.9,232.3,6854708,73.6,부가가치비중 (%),2.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,시황현황,98.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,시황전망,99.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,매출액현황,95.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,매출액전망,104.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,국내시장출하현황,94.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,국내시장출하전망,103.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,수출현황,103.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,수출전망,111.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,재고현황,99.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,재고전망,102.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,설비투자현황,101.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,설비투자전망,101.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,설비가동률현황,102.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,설비가동률전망,106.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,고용현황,99.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,고용전망,102.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,원자재가격현황,125.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,원자재가격전망,119.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,제품가격현황,104.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,제품가격전망,108.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,경상이익현황,90.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,경상이익전망,102.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,자금사정현황,92.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,자금사정전망,93.0
2021-06-01,서울,"398,125,722 ","3,701,620,918 ",105.9,22.8,104.6,33884263,73.6,부가가치비중 (%),2.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,시황현황,93.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,시황전망,107.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,매출액현황,94.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,매출액전망,107.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,국내시장출하현황,94.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,국내시장출하전망,106.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,수출현황,96.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,수출전망,109.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,재고현황,99.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,재고전망,100.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,설비투자현황,102.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,설비투자전망,100.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,설비가동률현황,92.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,설비가동률전망,105.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,고용현황,98.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,고용전망,100.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,원자재가격현황,131.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,원자재가격전망,104.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,제품가격현황,109.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,제품가격전망,100.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,경상이익현황,95.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,경상이익전망,103.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,자금사정현황,87.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,자금사정전망,95.0
2021-06-01,울산,"2,366,725,053 ","2,685,454,196 ",109.9,21.7,93.8,35391808,73.6,부가가치비중 (%),10.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,시황현황,103.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,시황전망,103.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,매출액현황,99.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,매출액전망,113.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,국내시장출하현황,94.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,국내시장출하전망,113.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,수출현황,106.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,수출전망,108.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,재고현황,103.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,재고전망,102.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,설비투자현황,105.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,설비투자전망,106.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,설비가동률현황,104.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,설비가동률전망,110.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,고용현황,104.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,고용전망,106.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,원자재가격현황,143.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,원자재가격전망,116.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,제품가격현황,111.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,제품가격전망,104.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,경상이익현황,91.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,경상이익전망,102.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,자금사정현황,91.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,자금사정전망,104.0
2021-06-01,인천,"1,117,132,497 ","2,000,698,177 ",120.1,21.6,45.4,20765924,73.6,부가가치비중 (%),3.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,시황현황,102.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,시황전망,104.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,매출액현황,115.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,매출액전망,103.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,국내시장출하현황,114.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,국내시장출하전망,103.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,수출현황,127.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,수출전망,114.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,재고현황,100.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,재고전망,101.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,설비투자현황,103.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,설비투자전망,100.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,설비가동률현황,107.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,설비가동률전망,105.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,고용현황,102.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,고용전망,99.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,원자재가격현황,140.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,원자재가격전망,115.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,제품가격현황,114.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,제품가격전망,104.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,경상이익현황,95.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,경상이익전망,98.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,자금사정현황,95.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,자금사정전망,93.0
2021-06-01,전남,"1,799,199,347 ","2,648,105,312 ",105.3,22.4,116.9,19157721,73.6,부가가치비중 (%),7.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,시황현황,87.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,시황전망,110.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,매출액현황,93.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,매출액전망,114.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,국내시장출하현황,97.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,국내시장출하전망,112.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,수출현황,100.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,수출전망,122.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,재고현황,97.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,재고전망,100.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,설비투자현황,100.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,설비투자전망,110.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,설비가동률현황,103.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,설비가동률전망,112.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,고용현황,95.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,고용전망,110.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,원자재가격현황,141.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,원자재가격전망,124.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,제품가격현황,107.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,제품가격전망,104.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,경상이익현황,85.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,경상이익전망,100.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,자금사정현황,82.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,자금사정전망,104.0
2021-06-01,전북,"995,239,327 ","1,697,452,622 ",112.6,22.0,120.2,3756512,73.6,부가가치비중 (%),2.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,시황현황,94.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,시황전망,105.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,매출액현황,100.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,매출액전망,110.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,국내시장출하현황,99.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,국내시장출하전망,108.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,수출현황,101.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,수출전망,108.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,재고현황,98.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,재고전망,98.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,설비투자현황,98.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,설비투자전망,97.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,설비가동률현황,103.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,설비가동률전망,102.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,고용현황,99.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,고용전망,102.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,원자재가격현황,125.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,원자재가격전망,111.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,제품가격현황,103.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,제품가격전망,105.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,경상이익현황,92.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,경상이익전망,100.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,자금사정현황,91.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,자금사정전망,99.0
2021-06-01,충남,"2,893,790,849 ","3,770,864,537 ",115.0,22.2,76.5,46838384,73.6,부가가치비중 (%),13.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,시황현황,102.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,시황전망,105.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,매출액현황,106.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,매출액전망,110.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,국내시장출하현황,102.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,국내시장출하전망,108.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,수출현황,119.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,수출전망,115.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,재고현황,100.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,재고전망,107.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,설비투자현황,102.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,설비투자전망,104.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,설비가동률현황,109.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,설비가동률전망,107.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,고용현황,106.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,고용전망,101.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,원자재가격현황,136.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,원자재가격전망,118.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,제품가격현황,113.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,제품가격전망,106.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,경상이익현황,98.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,경상이익전망,99.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,자금사정현황,91.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,자금사정전망,95.0
2021-06-01,충북,"1,675,997,764 ","2,283,539,903 ",112.0,21.8,83.0,13935197,73.6,부가가치비중 (%),6.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,시황현황,104.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,시황전망,110.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,매출액현황,96.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,매출액전망,108.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,국내시장출하현황,92.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,국내시장출하전망,108.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,수출현황,97.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,수출전망,124.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,재고현황,98.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,재고전망,104.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,설비투자현황,98.0
2021-09-01,강원,"562,168,312 ","1,312,553,034 ",93.6,19.8,126.0,2011136,74.8,설비투자전망,100.0
